locale_id,page_id,key,translation
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq1.6.content.p1,Lottoland恪守一个简单原则：我们不搜集无关信息，即我们只收集法律要求或为更好为您服务所需的数据，并且按照国际银行业惯例，运用最新的加密系统保护您的数据以免受非法访问。
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.title,怎么玩？
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.1.title,玩法介绍
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.1.1.title,世界乐透玩法
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.1.1.content.div1,Lottoland为中国的彩民提供世界各地最受欢迎的彩票投注平台，开奖奖金与官方开奖结果一致。让您安坐家中，也能随时投注全球巨额彩池乐透，赢取丰厚奖金。
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.1.1.content.div2,请注意，随着奖池的累计金额增大，彩票价格可能会有改变，详情请咨询客服。
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.1.2.title,香港六合彩
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.1.2.content.div1,选号规则：49选6
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.1.2.content.div2,投注金额：10元／注
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.1.2.content.div3,开奖时间：北京时间每周二，周四和周六晚上21:00（如周六为赛马日，则顺延到周日开奖）。
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.1.2.content.p1,您现在可以在Lottoland网站投注在香港，甚至全中国都知名的六合彩，有机会赢取官方百万头奖！每期六合彩搅珠均从49个号码中搅出七个号码。首6个号码称为开奖号码，而第七个号码称为特别号码。
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.1.2.content.p2,奖项详情如下：
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.1.2.content.td1,头等奖
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.1.2.content.td2,6个号码＋0个特别号码
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.1.2.content.td3,二等奖
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.1.2.content.td4,5个号码＋1个特别号码
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.1.2.content.td5,三等奖
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.1.2.content.td6,5个号码＋0个特别号码
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.1.2.content.td7,四等奖
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.1.2.content.td8,4个号码＋1个特别号码
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.1.2.content.td9,五等奖
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.1.2.content.td10,4个号码＋0个特别号码
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.1.2.content.td11,六等奖
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.1.2.content.td12,3个号码＋1个特别号码
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.1.2.content.td13,七等奖
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.1.2.content.td14,3个号码＋0个特别号码
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.2.title,香港六合彩
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.2.1.title,欧洲百万乐透
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.2.1.content.div1,选号规则： 50选5＋ 12选2（星号 ）
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.2.1.content.div2,投注金额： 18元／注
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.2.1.content.div3,开奖时间：北京时间每周三和周六零晨04:00，在法国巴黎开奖。
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.1.1.content.p1,欧洲百万乐透是欧洲最大的跨国彩票，覆盖超过10个欧洲国家。欧洲百万乐透让它的中奖赢家们成功跻身超级富豪行列，让发行了9年的该彩票获得了大量的拥护者。第一次开奖是2004年2月13日的巴黎，最初由英国、法国和西班牙共同运营。同年10月，又增加了七个国家：奥地利、比利时、列支敦士登、卢森堡、葡萄牙、塞尔维亚和瑞士。
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.1.1.content.p2,每周您最少可以赢3000万欧元！欧洲百万乐透每周开奖两次，而且主办方保证每次的奖池金额不少于1500万欧元。从2002年开始，奖池历史最高金额曾达到惊人的1.9亿欧元，保证让您怦然心动！欧洲百万乐透的跨国性质确保了它庞大的奖池，因为它的成本被众多彩民分摊。
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.2.1.content.td1,奖项
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.2.1.content.td2,中奖结构
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.2.1.content.td3,一等奖
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.2.1.content.td4,5个号码＋ 2个星号
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.2.1.content.td5,二等奖
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.2.1.content.td6,5个号码＋1个星号
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.2.1.content.td7,三等奖
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.2.1.content.td8,5个号码＋0个星号
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.2.1.content.td9,四等奖
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.2.1.content.td10,4个号码＋2个星号
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.2.1.content.td11,五等奖
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.2.1.content.td12,4个号码＋1个星号
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.2.1.content.td13,六等奖
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.2.1.content.td14,4个号码＋0个星号
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.2.1.content.td15,七等奖
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.2.1.content.td16,3个号码 ＋2个星号
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.2.1.content.td17,八等奖
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.2.1.content.td18,2个号码 ＋2个星号
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.2.1.content.td19,九等奖
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.2.1.content.td20,3个号码＋ 1个星号
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.2.1.content.td21,十等奖
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.2.1.content.td22,3个号码＋0个星号
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.2.1.content.td23,十一等奖
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.2.1.content.td24,1个号码＋2个星号
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.2.1.content.td25,十二等奖
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.2.1.content.td26,2个号码＋1个星号
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.2.1.content.td27,十三等奖
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.2.1.content.td28,2个号码＋0个星号
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.2.2.title,欧洲超级乐透
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.2.2.content.div1,选号规则： 50选5＋ 10选2（超级号 ）
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.2.2.content.div2,投注金额： 15元／注
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.2.2.content.div3,开奖时间：每周六北京时间04:00，在芬兰赫尔辛基开奖。
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.2.2.content.p1,这个全新的欧洲乐透是在2012年在阿姆斯特丹决定发行的，现在共有16个国家参与其中。所有参与的国家曾一起最高支付了9000万欧元（约6.4亿元）的奖金，最低奖金金额也有1000万欧元（约7000万元）之多。
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.2.2.content.p2,参与的国家有克罗地亚、丹麦、德国、爱沙尼亚、芬兰、冰岛、意大利、拉脱维亚、立陶宛、荷兰、挪威、斯洛文尼亚、西班牙和瑞典。
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.2.2.content.ul.li1,奖项
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.2.2.content.ul.li2,中奖结构
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.2.2.content.ul.li3,一等奖
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.2.2.content.ul.li4,5个号码 ＋ 2个超级号
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.2.2.content.ul.li5,二等奖
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.2.2.content.ul.li6,5个号码 ＋ 1个超级号
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.2.2.content.ul.li7,三等奖
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.2.2.content.ul.li8,5个号码 ＋ 0个超级号
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.2.2.content.ul.li9,四等奖
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.2.2.content.ul.li10,4个号码 ＋ 2个超级号
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.2.2.content.ul.li11,五等奖
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.2.2.content.ul.li12,4个号码 ＋ 1个超级号
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.2.2.content.ul.li13,六等奖
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.2.2.content.ul.li14,4个号码 ＋ 0个超级号
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.2.2.content.ul.li15,七等奖
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.2.2.content.ul.li16,3个号码 ＋ 2个超级号
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.2.2.content.ul.li17,八等奖
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.2.2.content.ul.li18,2个号码 ＋ 2个超级号
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.2.2.content.ul.li19,九等奖
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.2.2.content.ul.li20,3个号码 ＋ 1个超级号
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.2.2.content.ul.li21,十等奖
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.2.2.content.ul.li22,3个号码 ＋ 0个超级号
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.2.2.content.ul.li23,十一等奖
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.2.2.content.ul.li24,1个号码 ＋ 2个超级号
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.2.2.content.ul.li25,十二等奖
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.2.2.content.ul.li26,2个号码 ＋ 1个超级号
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.2.3.title,美国超级乐透
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.2.3.content.div1,选号规则： 75选1 ＋ 15选1（超级号）
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.2.3.content.div2,投注金额： 20元／注
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.2.3.content.div3,开奖时间：在北京时间周三和周六的中午12:00（美国的周二和周五）
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.2.3.content.p1,"美国超级乐透是美国多个州联合发行的彩票之一，时常创造最高奖项纪录。 <br />
                          最有名的莫过于2012年3月30日3位分别来自于伊利诺斯州、堪萨斯和马里兰的彩票持有者获得6.56亿美元（约42.3亿元）的纪录，创造了史上最高头奖的纪录。"
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.2.3.content.p2,"开奖特点 <br />
                          百万倍数功能。这是一个额外的投注功能，6元／注，可以将您的获奖金额（头奖金额）翻倍。该功能需要您从5个数字钟选择一个，这个数字就是奖金变化的倍数，例如，如果您获得了二等奖10万元，您的百万倍数选项为5，那您奖上奖，乐享50万元大奖。"
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.2.3.content.ul.li1,奖项
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.2.3.content.ul.li2,中奖结构
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.2.3.content.ul.li3,一等奖
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.2.3.content.ul.li4,5个号码 ＋ 1个超级号
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.2.3.content.ul.li5,二等奖
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.2.3.content.ul.li6,5个号码 ＋ 0个超级号
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.2.3.content.ul.li7,三等奖
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.2.3.content.ul.li8,4个号码 ＋ 1个超级号 
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.2.3.content.ul.li9,四等奖
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.2.3.content.ul.li10,4个号码 ＋ 0个超级号
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.2.3.content.ul.li11,五等奖
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.2.3.content.ul.li12,3个号码 ＋ 1个超级号
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.2.3.content.ul.li13,六等奖
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.2.3.content.ul.li14,3个号码 ＋ 0个超级号
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.2.3.content.ul.li15,七等奖
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.2.3.content.ul.li16,2个号码 ＋ 1个超级号
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.2.3.content.ul.li17,八等奖
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.2.3.content.ul.li18,1个号码 ＋ 1个超级号
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.2.3.content.ul.li19,九等奖
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.2.3.content.ul.li20,0个号码 ＋ 1个超级号
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.2.4.title,美国强力球
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.2.4.content.div1,选号规则： 69选5 ＋ 26选1（强力球）
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.2.4.content.div2,投注金额： 20元／注
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.2.4.content.div3,开奖时间：在北京时间周三和周日的中午12:00（美国的周二和周五）
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.2.4.content.p1,美国强力球一直以来都是美国乐透的巨额彩池产生器，美国强力球的最低奖池是4000万美元（约2.6亿元），不封顶。纪录奖池是在2016年1月13日的16亿美元（约100亿美元）。
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.2.4.content.p2,另外，美国强力球独有的威力倍数，这个独特功能让彩民中了二等奖及以下的奖金时，也有机会到超高额奖金。比如说二等奖奖金是60万美元，当威力倍数是5x的时候，二等奖的得奖主就可以获得300万美元（约2000万元）。
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.2.4.content.ul.li1,奖项
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.2.4.content.ul.li2,中奖结构
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.2.4.content.ul.li3,一等奖
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.2.4.content.ul.li4,5个号码 ＋ 1个强力球
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.2.4.content.ul.li5,二等奖
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.2.4.content.ul.li6,5个号码 ＋ 0个强力球
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.2.4.content.ul.li7,三等奖
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.2.4.content.ul.li8,4个号码 ＋ 1个强力球
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.2.4.content.ul.li9,四等奖
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.2.4.content.ul.li10,4个号码 ＋ 0个强力球
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.2.4.content.ul.li11,五等奖
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.2.4.content.ul.li12,3个号码 ＋ 1个强力球
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.2.4.content.ul.li13,六等奖
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.2.4.content.ul.li14,3个号码 ＋ 0个强力球
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.2.4.content.ul.li15,七等奖
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.2.4.content.ul.li16,2个号码 ＋ 1个强力球
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.2.4.content.ul.li17,八等奖
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.2.4.content.ul.li18,1个号码 ＋ 1个强力球
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.2.4.content.ul.li19,九等奖
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.2.4.content.ul.li20,0个号码 ＋ 1个强力球
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.3.title,高频彩票玩法
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.3.cotent.p1,采用官方彩票开奖结果，结合多元化的投注方式，让玩家用多种形式投注自己的心水号码，赢取丰富奖金！
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.3.1.title,北京3D
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.3.1.content.div1,选号规则：玩家从000-999的数字中选取1个3位数为投注号码进行投注。
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.3.1.content.div2,投注金额：1-100元／注 （玩家自定）
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.3.1.content.div3,开奖时间：每天北京时间20:30
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.3.1.content.div4,开奖结果：与彩票排列3的官方开奖结果一致
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.3.1.content.div5,赔付规则：
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.3.1.content.p1,单个数字投注 - 个位，十位，百位
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.3.1.content.table1.td1,投注方式
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.3.1.content.table1.td2,投注选项
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.3.1.content.table1.td3,详情
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.3.1.content.table1.td4,赔率
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.3.1.content.table1.td5,大／小
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.3.1.content.table1.td6,大
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.3.1.content.table1.td7,5 － 9
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.3.1.content.table1.td8,1.95
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.3.1.content.table1.td9,大／小
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.3.1.content.table1.td10,小
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.3.1.content.table1.td11,0 － 4
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.3.1.content.table1.td12,1.95
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.3.1.content.table1.td13,单／双
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.3.1.content.table1.td14,单
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.3.1.content.table1.td15,"1,3,5,7,9"
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.3.1.content.table1.td16,1.95
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.3.1.content.table1.td17,单／双
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.3.1.content.table1.td18,双
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.3.1.content.table1.td19,"0,2,4,6,8"
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.3.1.content.table1.td20,1.95
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.3.1.content.table1.td21,中／发／白
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.3.1.content.table1.td22,中
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.3.1.content.table1.td23,0－3
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.3.1.content.table1.td24,2.43
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.3.1.content.table1.td25,中／发／白
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.3.1.content.table1.td26,发
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.3.1.content.table1.td27,4－6
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.3.1.content.table1.td28,3.25
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.3.1.content.table1.td29,中／发／白
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.3.1.content.table1.td30,白
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.3.1.content.table1.td31,7－9
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.3.1.content.table1.td32,3.25
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.3.1.content.table1.td33,东／南／西／北
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.3.1.content.table1.td34,东
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.3.1.content.table1.td35,"1,5,9"
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.3.1.content.table1.td36,3.25
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.3.1.content.table1.td37,东／南／西／北
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.3.1.content.table1.td38,南
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.3.1.content.table1.td39,"2,6"
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.3.1.content.table1.td40,4.85
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.3.1.content.table1.td41,东／南／西／北
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.3.1.content.table1.td42,西
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.3.1.content.table1.td43,"3,7"
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.3.1.content.table1.td44,4.85
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.3.1.content.table1.td45,东／南／西／北
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.3.1.content.table1.td46,北
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.3.1.content.table1.td47,"0,4,8"
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.3.1.content.table1.td48,3.25
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.3.1.content.p2,开奖结果投注
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.3.1.content.table2.td1,投注方式
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.3.1.content.table2.td2,投注选项
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.3.1.content.table2.td3,详情
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.3.1.content.table2.td4,赔率
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.3.1.content.table2.td5,和值大小
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.3.1.content.table2.td6,和值小
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.3.1.content.table2.td7,0 - 13
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.3.1.content.table2.td8,1.95
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.3.1.content.table2.td9,和值大小
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.3.1.content.table2.td10,和值大
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.3.1.content.table2.td11,14 - 27
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.3.1.content.table2.td12,1.95
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.3.1.content.table2.td13,和值单双
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.3.1.content.table2.td14,和值单
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.3.1.content.table2.td15,和值是单数
58a82d87a5527676b47c8742,58c90207b2552f75763a69de,faq2.3.1.content.table2.td16,1.95
